624943,192,79,316,175,3.40E+05
900322,598121,664863,1154032,1874479,1.40E+06
23752891,18025197,11479984,12569222,14285535,1.32E+07
2135149,1987796,1889619,2010319,2063494,2.03E+06
38470,38470,38470,38470,43908,3.40E+05
540640,561389,569208,578726,634484,6.60E+05
13598950,13749467,16935005,12384474,11349706,1.08E+07
1301323,1259249,3722850,215561,189618,2.84E+06
367611,295276,427968,427870,455258,5.49E+05
26672,27544,28546,29769,35308,3.40E+05
800980,793754,1375619,1299940,1264414,1.40E+06
1991434,2003264,2022936,3285588,3052401,2.84E+06
50560,102307,24976,31095,7525,3.40E+05
810446,818039,818886,15901,0,5.49E+05
1229519,1131003,1201580,1053161,1445946,1.40E+06
1600000,1600000,1600000,1600000,1600000,2.03E+06
1381527,1388782,1337342,1527599,1385444,1.40E+06
98771,103801,103457,107325,111999,3.40E+05
1655731,1627142,1693368,1685459,7873027,2.37E+06
386347,376301,396810,398415,1861088,6.60E+05
32207733,31834289,33445427,36971543,39475315,3.57E+07
1459223,1442965,1438474,1383610,1401194,1.40E+06
1132264,1090678,930749,1022538,1178669,1.40E+06
464641,475375,526599,487636,462812,5.13E+05
466854,477066,325657,336008,346646,5.13E+05
1845472,2209982,2005011,1806963,1959164,2.03E+06
1245929,1244584,1200417,1217847,1219943,1.40E+06
889375,784880,789420,848790,790030,9.01E+05
3721562,4851129,4459550,5088851,5032465,6.08E+06
1155217,1252018,1304826,1096337,1063207,1.40E+06
0,0,0,581489,308150,3.40E+05
740194,1059347,931161,568381,739463,6.60E+05
317345,322249,322371,322249,322249,5.13E+05
975330,987169,993811,1027854,1202064,1.40E+06
291208,302073,313600,325546,342692,5.13E+05
5426298,7005157,8794163,11906127,12065703,9.77E+06
814739,723771,842375,792145,1081005,9.01E+05
230477,295147,278393,309845,326141,5.13E+05
1621153,1648034,1645570,1696979,1723788,2.71E+06
3781540,2889400,4580149,3663861,3044022,2.73E+06
1857191,2720609,2612720,2471874,2853248,2.84E+06
1055596,1083395,1056903,1450897,1311729,1.40E+06
0,0,0,0,0,3.40E+05
-155163,-179798,-49946,26804,-411989,6.60E+05
4956790,4122421,3313313,3694532,2075917,2.84E+06
340564,335410,335974,320970,2967882,5.13E+05
49472,1486530,1555578,1540717,1584029,1.40E+06
31638,32672,33862,35315,37028,3.40E+05
620577,748122,814371,914902,1023446,1.40E+06
1911349,2517943,2414756,2730154,2982793,2.84E+06
961746,973256,1100742,1396417,1578364,1.40E+06
2213835,2242761,2267273,2317390,2360747,2.16E+06
450230,428713,422476,439283,458352,5.13E+05
1577971,1558676,1554582,1472108,1510393,1.40E+06
1014627,949895,948754,982253,6061784,1.40E+06
2820770,2799109,2662766,2688694,1707921,2.08E+06
3040129,3059668,2841486,2887996,2820866,2.84E+06
0,331836,2162606,24710,0,9.01E+05
12487331,12092097,13370002,13956418,15017287,1.32E+07
0,0,1003943,1003241,2076,5.49E+05
1025458,987503,1052411,1009443,1006884,1.40E+06
73111,268461,517122,284109,863,6.60E+05
353045,341941,359046,391402,372024,5.49E+05
96034,75749,79033,103335,91416,3.40E+05
330842,368231,355768,357369,458605,5.49E+05
259513,260805,268018,279869,276175,5.13E+05
-92617,1496455,1562798,1744916,1903054,2.08E+06
90016,90017,90000,450646,280541,3.40E+05
205295,133583,104,47,0,5.13E+05
925185,938862,932030,932350,953890,1.40E+06
244779,203417,219518,226980,217151,5.13E+05
0,0,7371859,337679,0,2.84E+06
8565604,8576549,8643805,8671693,9090923,8.73E+06
0,0,863,846,0,3.40E+05
507300,498365,539299,901793,398629,5.49E+05
20333,20333,20333,20333,20333,3.40E+05
211123,223025,226551,217275,219415,5.13E+05
704972,894202,1110456,1258756,1262485,1.40E+06
1307438,1304266,1312613,1314108,1317909,1.40E+06
828229,583950,695377,1032626,1084258,1.40E+06
198286,202639,209305,209284,203567,5.13E+05
1062210,1044018,1708665,1696650,1865458,2.16E+06
660050,636512,824981,1022380,1022337,1.40E+06
807990,829647,919319,935589,1036342,9.01E+05
803141,810936,1001676,1003796,1001080,1.40E+06
447616,447549,447475,447480,447481,5.13E+05
1110186,1096897,1134862,1222497,1467168,1.40E+06
1278724,985833,1255473,1335089,1540693,1.40E+06
5635338,4207836,3839866,3536779,3536078,5.13E+06
1071979,1121879,1165167,1147697,1734177,1.40E+06
1666815,1661255,1705421,1713035,3389096,2.71E+06
463073,545811,525173,513800,482824,5.13E+05
267451,231963,291020,550726,192845,5.13E+05
27733,238170,96051,60276,30527,3.40E+05
1003475,1008392,712453,564125,675074,6.60E+05
2056035,1421629,1454004,1517532,1538660,1.40E+06
275251,275251,275251,275251,276026,5.13E+05
439600,418968,449594,454871,446789,5.13E+05
53420,37695,56416,51320,49644,3.40E+05
2594226,2943412,3048134,3022575,2658792,2.16E+06
328211,420297,638647,721336,750735,6.60E+05
834010,886093,899172,904128,927305,9.01E+05
2175726,2211867,2564233,2251920,2434746,2.16E+06
117999,117999,117999,117999,117999,3.40E+05
143765,143768,143771,143774,506435,5.13E+05
1769049,1541963,1660194,1569935,1636552,2.03E+06
1093156,960241,907588,910646,952660,1.40E+06
226357,264975,295563,319072,310094,5.13E+05
861205,953024,869510,732306,559266,6.60E+05
109133,109999,110269,110305,110885,3.40E+05
87290,84872,86306,88868,94389,3.40E+05
2115680,2224649,2562074,2340196,2381592,2.16E+06
297849,317735,296163,295914,334557,5.13E+05
403615,392557,377203,388204,399859,5.49E+05
132384,133514,185102,194976,201185,5.13E+05
207807,510047,559765,431321,483126,5.13E+05
505312,618493,597090,572525,540334,5.49E+05
643331,639739,693603,664478,735653,6.60E+05
522845,540001,538082,547872,610747,5.49E+05
29866569,28950977,45398946,43226870,38423512,4.67E+07
2005563,1869214,1932809,1926027,1943629,2.03E+06
329259,320014,344943,348365,350847,5.13E+05
3984537,4017831,4013584,4059041,6731741,9.37E+06
135615,141436,168244,121185,105120,3.40E+05
629309,600419,3420041,5528027,4370553,2.73E+06
598464,608901,628690,652669,649853,6.60E+05
22264861,22427879,26591187,31101051,37247775,2.51E+07
386688,410295,421365,383330,338863,5.13E+05
478528,427957,481210,471706,519355,5.13E+05
477498,481319,821899,543282,513205,5.49E+05
206720,206685,201145,204371,353324,5.13E+05
312963,58109,68428,931169,95197,3.40E+05
1899940,1868605,2244735,2395780,2432210,2.16E+06
1654423,1728220,1650614,1687759,1634615,2.08E+06
241140,255412,256462,291086,277336,5.13E+05
0,0,0,2156553,0,5.13E+05
527885,132850,139188,144196,149034,3.40E+05
5009414,5076055,5214153,5164224,5244822,5.13E+06
354805,377172,388904,375533,383920,5.49E+05
652453,661090,743188,754510,763224,6.60E+05
495769,495329,495894,495990,501691,5.13E+05
795465,784508,796731,800356,844055,9.01E+05
845118,845145,845056,845053,844186,9.01E+05
562938,449879,401523,413496,351388,5.13E+05
848810,941606,940455,1163398,908681,1.40E+06
2850699,2750063,2392395,3116906,4102794,2.73E+06
2243610,2217300,2069343,2270818,2313270,2.16E+06
712088,862936,852920,891497,954318,1.40E+06
1880816,1882382,1949340,1982510,2065455,2.03E+06
68306,92908,65573,65546,317348,3.40E+05
821386,986855,896202,2953331,1245933,1.40E+06
476169,452019,544418,484182,464605,5.13E+05
1113456,1407150,1965731,1391439,1330828,1.40E+06
66200,66800,67400,68000,68600,3.40E+05
127712,139084,150907,148203,2249,3.40E+05
790123,857001,599234,599548,1233717,6.60E+05
583458,596310,585345,638847,372507,5.49E+05
201478,197135,718090,60885,27924,6.60E+05
1615013,2098304,2092741,1663689,2168749,2.03E+06
216453,223987,243966,242831,978182,9.01E+05
6094936,6287105,6707695,6809106,6913734,5.13E+06
225671,258190,261306,258190,258190,5.13E+05
58104,60032,62192,64856,69497,3.40E+05
1582757,2372263,1446739,1357046,1405627,1.40E+06
409203,408381,407122,418847,481283,5.13E+05
2675682,2828867,3155165,3294736,3310874,2.84E+06
34096342,36143750,35204805,39395495,48925659,4.67E+07
